exporter,importer,commodity,mode,year,source,value_usd
Malaysia,Brazil,Petrol,Air,2022,UN Comtrade public preview,453.0
South Korea,Belize,Petrol,Sea,2022,UN Comtrade public preview,450.03
Serbia,Namibia,Petrol,Road,2022,UN Comtrade public preview,449.334
Finland,Mexico,Petrol,Air,2022,UN Comtrade public preview,439.0
Australia,Mexico,Petrol,Air,2022,UN Comtrade public preview,423.0
Lithuania,Namibia,Petrol,Road,2022,UN Comtrade public preview,410.302
Senegal,Cabo Verde,Petrol,Sea,2022,UN Comtrade public preview,402.659
South Korea,Antigua and Barbuda,Petrol,Air,2022,UN Comtrade public preview,397.888
South Africa,Sao Tome and Principe,Petrol,Air,2022,UN Comtrade public preview,396.858
Cyprus,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,393.71
Germany,Belize,Petrol,Sea,2022,UN Comtrade public preview,380.54
Germany,Mexico,Petrol,Rail,2022,UN Comtrade public preview,367.0
Turkey,Namibia,Petrol,Road,2022,UN Comtrade public preview,338.91
Germany,Belize,Petrol,Air,2022,UN Comtrade public preview,334.95
South Korea,Antigua and Barbuda,Petrol,Sea,2022,UN Comtrade public preview,309.482
Israel,Romania,Petrol,Air,2022,UN Comtrade public preview,308.12
Czechia,Namibia,Petrol,Road,2022,UN Comtrade public preview,302.018
Thailand,North Macedonia,Petrol,Road,2022,UN Comtrade public preview,299.12
Spain,Myanmar,Petrol,Air,2022,UN Comtrade public preview,297.96
Spain,Armenia,Petrol,Air,2022,UN Comtrade public preview,268.72
Egypt,Romania,Petrol,Air,2022,UN Comtrade public preview,267.46
Australia,Laos,Petrol,Road,2022,UN Comtrade public preview,258.32
Germany,Cabo Verde,Petrol,Sea,2022,UN Comtrade public preview,247.293
Sweden,Bulgaria,Petrol,Air,2022,UN Comtrade public preview,239.766
Malaysia,Namibia,Petrol,Road,2022,UN Comtrade public preview,239.122
Singapore,Romania,Petrol,Air,2022,UN Comtrade public preview,229.66
Comoros,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,228.276
Poland,Armenia,Petrol,Road,2022,UN Comtrade public preview,227.88
United Arab Emirates,Brazil,Petrol,Air,2022,UN Comtrade public preview,218.0
Poland,Bulgaria,Petrol,Air,2022,UN Comtrade public preview,188.158
Sweden,Romania,Petrol,Air,2022,UN Comtrade public preview,185.64
United Arab Emirates,Armenia,Petrol,Air,2022,UN Comtrade public preview,181.54
Italy,Laos,Petrol,Air,2022,UN Comtrade public preview,171.82
Hungary,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,165.0
China,Armenia,Petrol,Road,2022,UN Comtrade public preview,145.58
Switzerland,Armenia,Petrol,Air,2022,UN Comtrade public preview,135.66
Switzerland,Brunei,Petrol,Air,2022,UN Comtrade public preview,133.434
Hungary,Laos,Petrol,Road,2022,UN Comtrade public preview,132.75
United Kingdom,Madagascar,Petrol,Sea,2022,UN Comtrade public preview,120.248
United Arab Emirates,Madagascar,Petrol,Road,2022,UN Comtrade public preview,102.496
United Kingdom,Belize,Petrol,Sea,2022,UN Comtrade public preview,95.29
China,Romania,Petrol,Air,2022,UN Comtrade public preview,91.96
Czechia,Mexico,Petrol,Air,2022,UN Comtrade public preview,80.0
Finland,Brazil,Petrol,Air,2022,UN Comtrade public preview,78.0
United Kingdom,Namibia,Petrol,Air,2022,UN Comtrade public preview,70.188
Niger,Brunei,Petrol,Sea,2022,UN Comtrade public preview,66.717
Angola,Namibia,Petrol,Air,2022,UN Comtrade public preview,57.104
Denmark,Armenia,Petrol,Road,2022,UN Comtrade public preview,53.22
Georgia,Armenia,Petrol,Air,2022,UN Comtrade public preview,51.66
Austria,Namibia,Petrol,Road,2022,UN Comtrade public preview,50.65
Argentina,Namibia,Petrol,Road,2022,UN Comtrade public preview,44.376
Saint Vincent and the Grenadines,Belize,Petrol,Sea,2022,UN Comtrade public preview,42.66
United Kingdom,Cabo Verde,Petrol,Sea,2022,UN Comtrade public preview,41.561
China,Brunei,Petrol,Air,2022,UN Comtrade public preview,40.61
South Africa,Brunei,Petrol,Air,2022,UN Comtrade public preview,28.282
Nigeria,Cabo Verde,Petrol,Air,2022,UN Comtrade public preview,26.476
United Kingdom,Kyrgyzstan,Petrol,Road,2022,UN Comtrade public preview,26.0
Hungary,Brazil,Petrol,Air,2022,UN Comtrade public preview,24.0
Hong Kong,Brunei,Petrol,Air,2022,UN Comtrade public preview,23.931
Senegal,Cabo Verde,Petrol,Air,2022,UN Comtrade public preview,23.747
United Kingdom,Malta,Petrol,Sea,2022,UN Comtrade public preview,23.168
China,Sao Tome and Principe,Petrol,Air,2022,UN Comtrade public preview,20.608
Uruguay,Namibia,Petrol,Sea,2022,UN Comtrade public preview,20.02
Serbia,Romania,Petrol,Air,2022,UN Comtrade public preview,19.62
Morocco,Namibia,Petrol,Road,2022,UN Comtrade public preview,15.884
Canada,Burundi,Petrol,Sea,2022,UN Comtrade public preview,14.39
Indonesia,Brunei,Petrol,Air,2022,UN Comtrade public preview,12.328
Nigeria,Namibia,Petrol,Air,2022,UN Comtrade public preview,9.782
Austria,Namibia,Petrol,Air,2022,UN Comtrade public preview,4.28
Poland,Mexico,Petrol,Air,2022,UN Comtrade public preview,2.0
China,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,2460913509.0
Malaysia,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,1899276547.0
China,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,1455007791.802
China,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,757828497.0
South Korea,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,539745698.0
Philippines,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,502691177.0
China,Bulgaria,Semiconductors,Sea,2022,UN Comtrade public preview,413742152.91800004
Germany,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,387910432.354
Thailand,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,375337200.0
Japan,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,249882019.0
Greece,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,243580675.442
Vietnam,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,226350323.0
Vietnam,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,215896408.0
Netherlands,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,211118884.624
Singapore,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,173244172.0
Germany,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,158259660.382
Philippines,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,155463557.23399997
China,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,151670022.81
China,Australia,Semiconductors,Air,2022,UN Comtrade public preview,148516634.656
Malaysia,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,100962982.748
China,Myanmar,Semiconductors,Sea,2022,UN Comtrade public preview,99259769.602
Canada,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,97911819.0
Malaysia,Australia,Semiconductors,Air,2022,UN Comtrade public preview,91358162.28
Germany,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,71269771.0
Philippines,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,70819300.0
China,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,57947288.294
Hong Kong,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,52297541.216000006
South Korea,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,46894856.0
Denmark,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,45178569.492
Czechia,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,41280820.148
Austria,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,40452611.19
Netherlands,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,39495904.492
Hungary,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,38698526.519999996
South Korea,Australia,Semiconductors,Air,2022,UN Comtrade public preview,36670809.973000005
Malaysia,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,36198991.0
Poland,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,35204245.368
Singapore,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,34699969.017000005
Costa Rica,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,34466337.0
Malaysia,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,33514054.53
Malaysia,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,33183986.02
Japan,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,30213541.0
Thailand,Australia,Semiconductors,Air,2022,UN Comtrade public preview,29866080.465
Vietnam,Australia,Semiconductors,Air,2022,UN Comtrade public preview,27621288.742
China,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,27606243.464
China,Burkina Faso,Semiconductors,Road,2022,UN Comtrade public preview,25228316.027999997
Hong Kong,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,24495382.0
Turkey,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,23765102.71
Philippines,Australia,Semiconductors,Air,2022,UN Comtrade public preview,23028090.726999998
Italy,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,22910152.777999997
Morocco,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,21371470.0
China,Benin,Semiconductors,Sea,2022,UN Comtrade public preview,18995978.255
Malta,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,18238637.0
Vietnam,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,18071027.742999997
South Korea,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,16540009.668
Austria,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,15991953.0
Thailand,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,15814671.736
Thailand,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,15032416.42
Indonesia,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,14645226.0
Singapore,Australia,Semiconductors,Air,2022,UN Comtrade public preview,14424387.273
Singapore,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,14421979.968
China,Burkina Faso,Semiconductors,Rail,2022,UN Comtrade public preview,13731244.612
Austria,Australia,Semiconductors,Air,2022,UN Comtrade public preview,13324837.663
Thailand,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,12665165.0
Germany,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,12613964.08
Japan,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,11383892.026
Spain,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,10366587.794
China,Myanmar,Semiconductors,Road,2022,UN Comtrade public preview,9924483.886
Germany,Australia,Semiconductors,Air,2022,UN Comtrade public preview,9800860.846
Japan,Australia,Semiconductors,Air,2022,UN Comtrade public preview,9639896.783
Hungary,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,8860491.760000002
Singapore,Brunei,Semiconductors,Air,2022,UN Comtrade public preview,8004321.965
Japan,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,7892448.84
Switzerland,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,7814100.0
Hong Kong,Australia,Semiconductors,Air,2022,UN Comtrade public preview,7788067.766
Romania,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,7553480.563999999
Canada,Australia,Semiconductors,Air,2022,UN Comtrade public preview,6724979.887
China,Bulgaria,Semiconductors,Rail,2022,UN Comtrade public preview,5333140.01
China,Mauritius,Semiconductors,Sea,2022,UN Comtrade public preview,5202344.721
Portugal,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,5199858.0
Mexico,Australia,Semiconductors,Air,2022,UN Comtrade public preview,5032602.415
Hong Kong,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,4722512.531
Slovenia,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,4660034.29
Netherlands,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,4535509.0
Germany,Benin,Semiconductors,Sea,2022,UN Comtrade public preview,4477471.31
Czechia,Australia,Semiconductors,Air,2022,UN Comtrade public preview,4333703.098999999
Italy,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,4310710.362
Greece,Bulgaria,Semiconductors,Sea,2022,UN Comtrade public preview,3878932.498
China,Laos,Semiconductors,Road,2022,UN Comtrade public preview,3860608.33
Poland,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,3850963.0
United Kingdom,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,3533295.0
Austria,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,3401878.13
United Kingdom,Australia,Semiconductors,Air,2022,UN Comtrade public preview,3378109.961
New Zealand,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,3264022.0
South Korea,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,3093303.092
Ireland,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,2939464.274
Australia,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,2930997.0
United Kingdom,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,2866140.35
Italy,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,2807077.0
Denmark,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,2637985.852
Austria,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,2626693.472
Italy,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,2525657.44
Philippines,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,2489155.23
China,Kyrgyzstan,Semiconductors,Air,2022,UN Comtrade public preview,2373280.0
China,Belize,Semiconductors,Sea,2022,UN Comtrade public preview,2347256.57
Switzerland,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,2249536.1799999997
New Zealand,Australia,Semiconductors,Air,2022,UN Comtrade public preview,2185613.133
Mexico,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,2166411.551
Indonesia,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,2143093.0
Hong Kong,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,2054118.0
Turkey,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,2005530.034
Spain,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,1929339.0
Slovakia,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,1917331.0
Hungary,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,1852068.0
Turkey,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,1810797.7799999998
Hungary,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,1791174.43
Bulgaria,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,1785411.51
Slovenia,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,1740974.8
Spain,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,1674792.0
Serbia,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,1671432.734
South Africa,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,1622507.596
Netherlands,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,1614623.08
Switzerland,Burkina Faso,Semiconductors,Rail,2022,UN Comtrade public preview,1574716.45
Thailand,Myanmar,Semiconductors,Road,2022,UN Comtrade public preview,1565881.8420000002
Hong Kong,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,1557909.29
Italy,Burkina Faso,Semiconductors,Road,2022,UN Comtrade public preview,1495450.086
Italy,Australia,Semiconductors,Air,2022,UN Comtrade public preview,1481523.352
Denmark,Australia,Semiconductors,Air,2022,UN Comtrade public preview,1445525.5899999999
Vietnam,Myanmar,Semiconductors,Sea,2022,UN Comtrade public preview,1409724.0
Germany,Mauritius,Semiconductors,Sea,2022,UN Comtrade public preview,1409382.482
Germany,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,1339233.561
Canada,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,1329113.2100000002
Poland,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,1326907.5320000001
Italy,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,1323468.943
Israel,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,1321661.0
Singapore,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,1199141.5499999998
Switzerland,Australia,Semiconductors,Air,2022,UN Comtrade public preview,1168884.582
Israel,Australia,Semiconductors,Air,2022,UN Comtrade public preview,1082651.49
United Kingdom,Benin,Semiconductors,Sea,2022,UN Comtrade public preview,1075252.758
Singapore,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,1057080.0
Serbia,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,987344.148
Netherlands,Australia,Semiconductors,Air,2022,UN Comtrade public preview,963826.652
Brazil,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,961041.0
Sweden,Australia,Semiconductors,Air,2022,UN Comtrade public preview,954869.897
Greece,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,929598.56
Sweden,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,909882.308
Mexico,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,886280.8800000001
Mexico,Mauritius,Semiconductors,Sea,2022,UN Comtrade public preview,868428.93
China,Burkina Faso,Semiconductors,Air,2022,UN Comtrade public preview,821927.585
Spain,Australia,Semiconductors,Air,2022,UN Comtrade public preview,792917.935
South Africa,Mauritius,Semiconductors,Sea,2022,UN Comtrade public preview,761785.446
Indonesia,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,759768.31
South Korea,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,758582.004
Italy,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,751627.0
Cyprus,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,746523.782
Czechia,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,738205.0
Czechia,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,729150.912
Poland,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,688537.0
China,North Macedonia,Semiconductors,Rail,2022,UN Comtrade public preview,681818.12
Poland,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,613347.23
Sweden,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,597067.424
Morocco,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,596679.0
Malta,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,594138.0
Ireland,Australia,Semiconductors,Air,2022,UN Comtrade public preview,585603.587
Japan,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,584396.076
Ireland,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,583449.0
Switzerland,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,577849.534
Germany,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,575007.0
Israel,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,558892.914
Uzbekistan,Kyrgyzstan,Semiconductors,Air,2022,UN Comtrade public preview,556055.0
Spain,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,555468.442
Mali,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,552137.0
Morocco,Australia,Semiconductors,Air,2022,UN Comtrade public preview,544094.012
United Arab Emirates,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,542650.68
Ukraine,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,534345.3200000001
Hong Kong,Mauritius,Semiconductors,Sea,2022,UN Comtrade public preview,533671.484
Malta,Australia,Semiconductors,Air,2022,UN Comtrade public preview,501542.196
Estonia,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,483019.122
Austria,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,474448.028
Poland,Burkina Faso,Semiconductors,Air,2022,UN Comtrade public preview,473742.322
Canada,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,469965.278
Philippines,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,460760.602
Philippines,Kyrgyzstan,Semiconductors,Air,2022,UN Comtrade public preview,457916.0
Russia,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,451730.108
China,Kyrgyzstan,Semiconductors,Road,2022,UN Comtrade public preview,422681.0
Austria,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,420328.0
New Zealand,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,396297.714
Singapore,Bulgaria,Semiconductors,Sea,2022,UN Comtrade public preview,381962.304
Hong Kong,Bulgaria,Semiconductors,Sea,2022,UN Comtrade public preview,366423.702
Vietnam,Kyrgyzstan,Semiconductors,Air,2022,UN Comtrade public preview,365328.0
Tunisia,Mexico,Semiconductors,Rail,2022,UN Comtrade public preview,358599.0
Slovakia,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,353627.902
United Arab Emirates,Kyrgyzstan,Semiconductors,Air,2022,UN Comtrade public preview,347779.0
North Macedonia,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,340782.64599999995
Finland,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,319868.11
Switzerland,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,311135.0
Lithuania,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,310237.0
Hungary,Australia,Semiconductors,Air,2022,UN Comtrade public preview,292920.31
China,Myanmar,Semiconductors,Air,2022,UN Comtrade public preview,276299.82
United Kingdom,Antigua and Barbuda,Semiconductors,Sea,2022,UN Comtrade public preview,269137.86699999997
Macau,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,264978.0
China,North Macedonia,Semiconductors,Air,2022,UN Comtrade public preview,252379.05
Latvia,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,236662.618
Canada,Antigua and Barbuda,Semiconductors,Sea,2022,UN Comtrade public preview,233273.94
Romania,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,229434.0
Italy,Benin,Semiconductors,Sea,2022,UN Comtrade public preview,225813.688
Indonesia,Australia,Semiconductors,Air,2022,UN Comtrade public preview,219875.081
Hong Kong,Belize,Semiconductors,Sea,2022,UN Comtrade public preview,214442.04
Malaysia,Kyrgyzstan,Semiconductors,Air,2022,UN Comtrade public preview,208219.0
Poland,Australia,Semiconductors,Air,2022,UN Comtrade public preview,207065.408
Costa Rica,Australia,Semiconductors,Air,2022,UN Comtrade public preview,205993.292
Netherlands,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,204966.0
Mauritius,Benin,Semiconductors,Sea,2022,UN Comtrade public preview,203683.884
South Korea,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,202321.66
El Salvador,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,201567.0
Philippines,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,197253.09
Switzerland,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,193015.787
United Kingdom,Mauritius,Semiconductors,Air,2022,UN Comtrade public preview,192559.88799999998
Hong Kong,Benin,Semiconductors,Sea,2022,UN Comtrade public preview,189208.294
Spain,Burkina Faso,Semiconductors,Road,2022,UN Comtrade public preview,186974.866
Mexico,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,186361.02
Netherlands,Benin,Semiconductors,Sea,2022,UN Comtrade public preview,180572.676
China,Brunei,Semiconductors,Sea,2022,UN Comtrade public preview,179194.208
Serbia,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,168753.46
Romania,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,167122.754
China,Antigua and Barbuda,Semiconductors,Sea,2022,UN Comtrade public preview,165064.0
Germany,Burkina Faso,Semiconductors,Air,2022,UN Comtrade public preview,164118.15
Bulgaria,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,161139.0
Thailand,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,160054.261
Dominican Republic,Australia,Semiconductors,Air,2022,UN Comtrade public preview,159157.534
Denmark,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,158427.0
Spain,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,154777.014
Canada,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,154359.21
Kazakhstan,Kyrgyzstan,Semiconductors,Road,2022,UN Comtrade public preview,154198.0
Singapore,Myanmar,Semiconductors,Air,2022,UN Comtrade public preview,152203.2
Thailand,Brunei,Semiconductors,Air,2022,UN Comtrade public preview,148405.707
Malta,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,147685.524
Bulgaria,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,147391.876
Sweden,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,144004.0
Vietnam,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,142814.44
Cyprus,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,139545.21
Japan,Myanmar,Semiconductors,Air,2022,UN Comtrade public preview,137063.22
Romania,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,136433.0
Switzerland,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,134057.07
Lithuania,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,129674.0
Finland,Australia,Semiconductors,Air,2022,UN Comtrade public preview,128816.327
Morocco,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,125660.62
Denmark,Benin,Semiconductors,Sea,2022,UN Comtrade public preview,120205.33
Cote d'Ivoire,Benin,Semiconductors,Road,2022,UN Comtrade public preview,119441.346
Hungary,Laos,Semiconductors,Road,2022,UN Comtrade public preview,118732.0
Thailand,Bulgaria,Semiconductors,Sea,2022,UN Comtrade public preview,116709.39
South Korea,Kyrgyzstan,Semiconductors,Air,2022,UN Comtrade public preview,113674.0
United Arab Emirates,Australia,Semiconductors,Air,2022,UN Comtrade public preview,113100.138
Czechia,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,110285.86
Costa Rica,Mexico,Semiconductors,Sea,2022,UN Comtrade public preview,107185.0
Slovakia,Australia,Semiconductors,Air,2022,UN Comtrade public preview,106974.865
Tunisia,Bulgaria,Semiconductors,Air,2022,UN Comtrade public preview,105484.438
Thailand,Kyrgyzstan,Semiconductors,Air,2022,UN Comtrade public preview,104682.0
Lithuania,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,104476.98800000001
Serbia,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,102280.382
Singapore,Burkina Faso,Semiconductors,Road,2022,UN Comtrade public preview,96022.447
Croatia,Bulgaria,Semiconductors,Road,2022,UN Comtrade public preview,95865.816
United Kingdom,Myanmar,Semiconductors,Sea,2022,UN Comtrade public preview,94600.0
Canada,Bulgaria,Semiconductors,Sea,2022,UN Comtrade public preview,94563.764
Netherlands,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,91194.161
Estonia,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,90165.0
Poland,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,89688.785
United Kingdom,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,89394.303
Sweden,Australia,Semiconductors,Sea,2022,UN Comtrade public preview,87693.17199999999
Finland,Mexico,Semiconductors,Air,2022,UN Comtrade public preview,84253.0
Germany,Myanmar,Semiconductors,Air,2022,UN Comtrade public preview,81290.62000000001
Germany,Burkina Faso,Semiconductors,Road,2022,UN Comtrade public preview,78472.48300000001
Netherlands,Burkina Faso,Semiconductors,Road,2022,UN Comtrade public preview,77480.99
Spain,Mauritius,Semiconductors,Sea,2022,UN Comtrade public preview,76700.056
Malaysia,North Macedonia,Semiconductors,Air,2022,UN Comtrade public preview,75694.04
South Africa,Australia,Semiconductors,Air,2022,UN Comtrade public preview,75163.75200000001
Slovenia,Australia,Semiconductors,Air,2022,UN Comtrade public preview,72921.275
Hong Kong,North Macedonia,Semiconductors,Road,2022,UN Comtrade public preview,70958.93
Germany,Bulgaria,Semiconductors,Sea,2022,UN Comtrade public preview,70179.602
